loc pos similarity 
>Chr1 938552 194.0 
>Chr1 953204 203.0 
>Chr1 956992 248.0 
>Chr1 961622 273.0 
>Chr1 965594 343.0 
>Chr1 969530 293.0 
>Chr1 971208 225.0 
>Chr1 980912 291.0 
>Chr1 982218 469.0 
>Chr1 987552 84.0 
>Chr1 991604 397.0 
>Chr1 1006850 140.0 
>Chr1 1007422 83.0 
>Chr1 1010246 73.0 
>Chr1 1014834 437.0 
>Chr1 1016032 101.0 
>Chr1 1019896 82.0 
>Chr1 1031222 300.0 
>Chr1 1033228 349.0 
>Chr1 1037088 302.0 
>Chr1 1042494 114.0 
>Chr1 1046318 345.0 
>Chr1 1072408 193.0 
>Chr1 1099592 219.0 
>Chr1 1103080 174.0 
>Chr1 1103772 125.0 
>Chr1 1112254 377.0 
>Chr1 1112454 112.0 
>Chr1 1115274 138.0 
>Chr1 1117988 167.0 
>Chr1 1119446 170.0 
>Chr1 1122622 211.0 
>Chr1 1135676 149.0 
>Chr1 1136974 265.0 
>Chr1 1137178 180.0 
>Chr1 1137386 132.0 
>Chr1 1149604 95.0 
>Chr1 1158900 106.0 
>Chr1 1162868 288.0 
>Chr1 1174714 324.0 
>Chr1 1178910 286.0 
>Chr1 1181264 216.0 
>Chr1 1183400 109.0 
>Chr1 1189090 118.0 
>Chr1 1203134 248.0 
>Chr1 1209762 267.0 
>Chr1 1217462 117.0 
>Chr1 1232468 83.0 
>Chr1 1245570 221.0 
>Chr1 1245878 269.0 
>Chr1 1249936 253.0 
>Chr1 1251814 170.0 
>Chr1 1254136 275.0 
>Chr1 1258024 336.0 
>Chr1 1262890 112.0 
>Chr1 1266554 191.0 
>Chr1 1267428 82.0 
>Chr1 1268616 251.0 
>Chr1 1272148 218.0 
>Chr1 1295440 92.0 
>Chr1 1304526 86.0 
>Chr1 1306416 494.0 
>Chr1 1315126 159.0 
>Chr1 1315838 163.0 
>Chr1 1323832 104.0 
>Chr1 1330852 162.0 
>Chr1 1332178 175.0 
>Chr1 1335802 118.0 
>Chr1 1341580 306.0 
>Chr1 1345220 340.0 
>Chr1 1350754 356.0 
>Chr1 1353766 198.0 
>Chr1 1355900 420.0 
>Chr1 1357778 234.0 
>Chr1 1365700 173.0 
>Chr1 1367614 106.0 
>Chr1 1375110 427.0 
>Chr1 1379596 271.0 
>Chr1 1395854 158.0 
>Chr1 1400532 256.0 
>Chr1 1403270 317.0 
>Chr1 1404788 289.0 
>Chr1 1413858 83.0 
>Chr1 1421688 99.0 
>Chr1 1434014 300.0 
>Chr1 1437314 305.0 
>Chr1 1445920 124.0 
>Chr1 1446848 104.0 
>Chr1 1455662 176.0 
>Chr1 1460412 210.0 
>Chr1 1470660 99.0 
>Chr1 1470920 168.0 
>Chr1 1471168 71.0 
>Chr1 1476858 294.0 
>Chr1 1494326 136.0 
>Chr1 1504838 163.0 
>Chr1 1511682 433.0 
>Chr1 1511878 85.0 
>Chr1 1513112 180.0 
>Chr1 1518062 171.0 
>Chr1 1518262 293.0 
>Chr1 1520476 249.0 
>Chr1 1534080 189.0 
>Chr1 1546402 396.0 
>Chr1 1549562 258.0 
>Chr1 1559044 407.0 
>Chr1 1566124 99.0 
>Chr1 1581790 59.0 
>Chr1 1608096 103.0 
>Chr1 1617428 97.0 
>Chr1 1624512 82.0 
>Chr1 1635364 344.0 
>Chr1 1657256 159.0 
>Chr1 1661674 130.0 
>Chr1 1670480 488.0 
>Chr1 1681720 109.0 
>Chr1 1685284 435.0 
>Chr1 1698252 171.0 
>Chr1 1705312 268.0 
>Chr1 1710430 492.0 
>Chr1 1726368 55.0 
>Chr1 1727870 189.0 
>Chr1 1731442 294.0 
>Chr1 1738874 121.0 
>Chr1 1742410 76.0 
>Chr1 1746410 77.0 
>Chr1 1754332 91.0 
>Chr1 1764976 498.0 
>Chr1 1769132 164.0 
>Chr1 1781082 96.0 
>Chr1 1792696 178.0 
>Chr1 1802206 369.0 
>Chr1 1818124 186.0 
>Chr1 1822970 200.0 
>Chr1 1824592 257.0 
>Chr1 1833086 310.0 
>Chr1 1833550 104.0 
>Chr1 1838432 218.0 
>Chr1 1843742 373.0 
>Chr1 1843922 214.0 
>Chr1 1844230 151.0 
>Chr1 1865438 334.0 
>Chr1 1867886 310.0 
>Chr1 1875966 81.0 
>Chr1 1902722 196.0 
>Chr1 1906926 146.0 
>Chr1 1928146 54.0 
>Chr1 1931246 458.0 
>Chr1 1932672 82.0 
>Chr1 1951918 117.0 
>Chr1 1956932 356.0 
>Chr1 1968368 139.0 
>Chr1 1976418 166.0 
>Chr1 1981672 391.0 
>Chr1 1986818 177.0 
>Chr1 1990218 224.0 
>Chr1 1997646 389.0 
>Chr1 2003612 251.0 
>Chr1 2004418 90.0 
>Chr1 2006136 116.0 
>Chr1 2014758 224.0 
>Chr1 2023876 218.0 
>Chr1 2038364 300.0 
>Chr1 2041996 116.0 
>Chr1 2043490 399.0 
>Chr1 2045608 365.0 
>Chr1 2045784 440.0 
>Chr1 2047274 393.0 
>Chr1 2048712 159.0 
>Chr1 2052660 391.0 
>Chr1 2053526 327.0 
>Chr1 2057782 226.0 
>Chr1 2059320 86.0 
>Chr1 2069012 173.0 
>Chr1 2071834 80.0 
>Chr1 2097236 196.0 
>Chr1 2102294 190.0 
>Chr1 2104976 309.0 
>Chr1 2109298 350.0 
>Chr1 2110948 361.0 
>Chr1 2111900 282.0 
>Chr1 2120442 162.0 
>Chr1 2125620 184.0 
>Chr1 2127922 290.0 
>Chr1 2131198 188.0 
>Chr1 2131394 381.0 
>Chr1 2137706 152.0 
>Chr1 2142472 412.0 
>Chr1 2154184 199.0 
>Chr1 2161730 186.0 
>Chr1 2174256 210.0 
>Chr1 2181924 309.0 
>Chr1 2202272 94.0 
>Chr1 2222070 287.0 
>Chr1 2224654 140.0 
>Chr1 2225574 293.0 
>Chr1 2229134 135.0 
>Chr1 2232574 182.0 
>Chr1 2233664 164.0 
>Chr1 2236510 134.0 
>Chr1 2242262 230.0 
>Chr1 2245714 106.0 
>Chr1 2261464 167.0 
>Chr1 2270790 166.0 
>Chr1 2275034 462.0 
>Chr1 2283380 364.0 
>Chr1 2292214 159.0 
>Chr1 2292434 352.0 
>Chr1 2293300 326.0 
>Chr1 2306078 358.0 
>Chr1 2343962 348.0 
>Chr1 2353044 145.0 
>Chr1 2355434 358.0 
>Chr1 2360048 113.0 
>Chr1 2361742 474.0 
>Chr1 2364144 99.0 
>Chr1 2373780 134.0 
>Chr1 2376358 127.0 
>Chr1 2377588 207.0 
>Chr1 2382286 208.0 
>Chr1 2386378 82.0 
>Chr1 2396774 120.0 
>Chr1 2400950 345.0 
>Chr1 2403278 117.0 
>Chr1 2414258 80.0 
>Chr1 2415620 240.0 
>Chr1 2421398 498.0 
>Chr1 2423260 157.0 
>Chr1 2426812 72.0 
>Chr1 2427774 187.0 
>Chr1 2434782 100.0 
>Chr1 2435802 143.0 
>Chr1 2439534 246.0 
>Chr1 2440736 377.0 
>Chr1 2452518 245.0 
>Chr1 2457836 142.0 
>Chr1 2459466 221.0 
>Chr1 2474426 461.0 
>Chr1 2478034 420.0 
>Chr1 2479748 71.0 
>Chr1 2481162 93.0 
>Chr1 2483990 88.0 
>Chr1 2487230 123.0 
>Chr1 2488390 148.0 
>Chr1 2494234 167.0 
>Chr1 2500080 411.0 
>Chr1 2500272 137.0 
>Chr1 2501914 173.0 
>Chr1 2512606 105.0 
>Chr1 2514628 151.0 
>Chr1 2516262 187.0 
>Chr1 2517616 191.0 
>Chr1 2533298 127.0 
>Chr1 2535152 91.0 
>Chr1 2540346 194.0 
>Chr1 2542188 135.0 
>Chr1 2543862 471.0 
>Chr1 2545300 208.0 
>Chr1 2546670 190.0 
>Chr1 2547654 181.0 
>Chr1 2549128 199.0 
>Chr1 2550190 82.0 
>Chr1 2560858 120.0 
>Chr1 2566496 193.0 
>Chr1 2571374 446.0 
>Chr1 2573868 170.0 
>Chr1 2585282 115.0 
>Chr1 2594088 102.0 
>Chr1 2599394 378.0 
>Chr1 2599562 233.0 
>Chr1 2616040 157.0 
>Chr1 2618812 238.0 
>Chr1 2618972 119.0 
>Chr1 2626076 118.0 
>Chr1 2631138 65.0 
>Chr1 2632588 294.0 
>Chr1 2640000 173.0 
>Chr1 2650688 322.0 
>Chr1 2651160 176.0 
>Chr1 2652638 190.0 
>Chr1 2660580 117.0 
>Chr1 2674400 220.0 
>Chr1 2686714 115.0 
>Chr1 2711174 230.0 
>Chr1 2713240 69.0 
>Chr1 2725982 237.0 
>Chr1 2731784 482.0 
>Chr1 2732586 458.0 
>Chr1 2737604 108.0 
>Chr1 2741536 132.0 
>Chr1 2753638 115.0 
>Chr1 2765752 57.0 
>Chr1 2770072 206.0 
>Chr1 2776960 121.0 
>Chr1 2783080 157.0 
>Chr1 2788150 425.0 
>Chr1 2790224 95.0 
>Chr1 2791204 191.0 
>Chr1 2800420 303.0 
>Chr1 2804420 297.0 
>Chr1 2809930 498.0 
>Chr1 2811288 200.0 
>Chr1 2815172 148.0 
>Chr1 2830310 145.0 
>Chr1 2839932 84.0 
>Chr1 2844586 499.0 
>Chr1 2859462 224.0 
>Chr1 2885192 291.0 
>Chr1 2888864 69.0 
>Chr1 2896822 101.0 
>Chr1 2909868 185.0 
>Chr1 2910072 107.0 
>Chr1 2920600 255.0 
>Chr1 2925922 77.0 
>Chr1 2930800 79.0 
>Chr1 2941024 97.0 
>Chr1 2954436 252.0 
>Chr1 2957430 210.0 
>Chr1 2966248 103.0 
>Chr1 2969712 138.0 
>Chr1 2972112 140.0 
>Chr1 2980036 153.0 
>Chr1 2996652 147.0 
>Chr1 3002958 97.0 
>Chr1 3016730 82.0 
>Chr1 3026726 101.0 
>Chr1 3028620 455.0 
>Chr1 3030538 422.0 
>Chr1 3031468 70.0 
>Chr1 3037570 252.0 
>Chr1 3044158 304.0 
>Chr1 3044470 190.0 
>Chr1 3047434 70.0 
>Chr1 3054306 491.0 
>Chr1 3054434 419.0 
>Chr1 3067292 68.0 
>Chr1 3089874 238.0 
>Chr1 3091648 221.0 
>Chr1 3093250 472.0 
>Chr1 3096226 221.0 
>Chr1 3097534 445.0 
>Chr1 3105032 268.0 
>Chr1 3113738 117.0 
>Chr1 3116340 466.0 
>Chr1 3116664 291.0 
>Chr1 3122884 77.0 
>Chr1 3125002 97.0 
>Chr1 3129026 182.0 
>Chr1 3151460 247.0 
>Chr1 3152262 193.0 
>Chr1 3154780 432.0 
>Chr1 3182088 382.0 
>Chr1 3189316 385.0 
>Chr1 3196616 164.0 
>Chr1 3205302 80.0 
>Chr1 3206022 123.0 
>Chr1 3215446 106.0 
>Chr1 3216162 187.0 
>Chr1 3216378 241.0 
>Chr1 3221520 179.0 
>Chr1 3222310 143.0 
>Chr1 3227680 176.0 
>Chr1 3235104 487.0 
>Chr1 3238032 79.0 
>Chr1 3239280 94.0 
>Chr1 3240134 218.0 
>Chr1 3251174 95.0 
>Chr1 3259468 478.0 
>Chr1 3264762 211.0 
>Chr1 3266280 89.0 
>Chr1 3268554 202.0 
>Chr1 3279034 89.0 
>Chr1 3289762 70.0 
>Chr1 3291128 352.0 
>Chr1 3293230 426.0 
>Chr1 3294604 181.0 
>Chr1 3299246 99.0 
>Chr1 3308428 150.0 
>Chr1 3314202 281.0 
>Chr1 3315044 303.0 
>Chr1 3316774 429.0 
>Chr1 3317542 155.0 
>Chr1 3318692 143.0 
>Chr1 3320378 144.0 
>Chr1 3322744 97.0 
>Chr1 3336236 176.0 
>Chr1 3354376 306.0 
>Chr1 3356386 385.0 
>Chr1 3367400 272.0 
>Chr1 3368004 231.0 
>Chr1 3372690 82.0 
>Chr1 3376490 49.0 
>Chr1 3383482 143.0 
>Chr1 3385156 133.0 
>Chr1 3395524 181.0 
>Chr1 3397382 127.0 
>Chr1 3401414 78.0 
>Chr1 3405438 52.0 
>Chr1 3415050 119.0 
>Chr1 3420620 337.0 
>Chr1 3430412 245.0 
>Chr1 3431612 166.0 
>Chr1 3441848 153.0 
>Chr1 3444564 294.0 
>Chr1 3445356 137.0 
>Chr1 3455156 107.0 
>Chr1 3465628 477.0 
>Chr1 3468534 263.0 
>Chr1 3472880 99.0 
>Chr1 3487332 268.0 
>Chr1 3493532 236.0 
>Chr1 3495902 338.0 
>Chr1 3501088 354.0 
>Chr1 3505658 201.0 
>Chr1 3511832 97.0 
>Chr1 3518304 95.0 
>Chr1 3521792 394.0 
>Chr1 3528644 266.0 
>Chr1 3532728 243.0 
>Chr1 3574772 82.0 
>Chr1 3589690 441.0 
>Chr1 3596858 344.0 
>Chr1 3598680 327.0 
>Chr1 3607694 208.0 
>Chr1 3609592 246.0 
>Chr1 3621246 422.0 
>Chr1 3621458 266.0 
>Chr1 3624998 113.0 
>Chr1 3639870 130.0 
>Chr1 3652260 131.0 
>Chr1 3657430 220.0 
>Chr1 3658248 195.0 
>Chr1 3658936 70.0 
>Chr1 3661034 155.0 
>Chr1 3665148 265.0 
>Chr1 3672596 161.0 
>Chr1 3672848 336.0 
>Chr1 3686896 141.0 
>Chr1 3689996 200.0 
>Chr1 3692226 341.0 
>Chr1 3693316 141.0 
>Chr1 3694036 98.0 
>Chr1 3694268 170.0 
>Chr1 3694906 274.0 
>Chr1 3704152 162.0 
>Chr1 3711396 163.0 
>Chr1 3722694 297.0 
>Chr1 3728272 202.0 
>Chr1 3733506 144.0 
>Chr1 3735892 294.0 
>Chr1 3742908 145.0 
>Chr1 3743986 332.0 
>Chr1 3744090 419.0 
>Chr1 3753688 352.0 
>Chr1 3768218 148.0 
>Chr1 3771846 111.0 
>Chr1 3779634 83.0 
>Chr1 3781504 148.0 
>Chr1 3783482 362.0 
>Chr1 3800646 148.0 
>Chr1 3804510 154.0 
>Chr1 3819340 152.0 
>Chr1 3830736 247.0 
>Chr1 3832062 89.0 
>Chr1 3835434 321.0 
>Chr1 3842234 353.0 
>Chr1 3842770 68.0 
>Chr1 3849322 161.0 
>Chr1 3856902 242.0 
>Chr1 3861824 117.0 
>Chr1 3873938 355.0 
>Chr1 3875772 152.0 
>Chr1 3883806 130.0 
>Chr1 3891562 103.0 
>Chr1 3892748 188.0 
>Chr1 3894574 391.0 
>Chr1 3899884 148.0 
>Chr1 3914048 172.0 
>Chr1 3914784 190.0 
>Chr1 3918040 104.0 
>Chr1 3924356 72.0 
>Chr1 3938236 76.0 
>Chr1 3945372 284.0 
>Chr1 3947934 167.0 
>Chr1 3951042 250.0 
>Chr1 3952636 430.0 
>Chr1 3952820 416.0 
>Chr1 3957486 78.0 
>Chr1 3963196 83.0 
>Chr1 3966100 168.0 
>Chr1 3976400 398.0 
>Chr1 3978582 307.0 
>Chr1 3998608 465.0 
>Chr1 4000446 342.0 
>Chr1 4001860 287.0 
>Chr1 4003566 409.0 
>Chr1 4006150 459.0 
>Chr1 4006918 356.0 
>Chr1 4007094 395.0 
>Chr1 4018464 304.0 
>Chr1 4023164 136.0 
>Chr1 4024602 479.0 
>Chr1 4033204 383.0 
>Chr1 4043084 179.0 
>Chr1 4049014 424.0 
>Chr1 4057052 211.0 
>Chr1 4059522 75.0 
>Chr1 4073286 316.0 
>Chr1 4077266 478.0 
>Chr1 4091070 116.0 
>Chr1 4097270 82.0 
>Chr1 4097526 310.0 
>Chr1 4098462 197.0 
>Chr1 4099256 81.0 
>Chr1 4110556 156.0 
>Chr1 4118886 238.0 
>Chr1 4123456 139.0 
>Chr1 4127228 116.0 
>Chr1 4141320 115.0 
>Chr1 4142702 94.0 
>Chr1 4142954 254.0 
>Chr1 4153178 110.0 
>Chr1 4164006 379.0 
>Chr1 4164930 104.0 
>Chr1 4170870 63.0 
>Chr1 4176952 287.0 
>Chr1 4179428 377.0 
>Chr1 4190884 166.0 
>Chr1 4195694 319.0 
>Chr1 4196442 51.0 
>Chr1 4201236 90.0 
>Chr1 4212790 121.0 
>Chr1 4217154 244.0 
>Chr1 4217398 393.0 
>Chr1 4232108 184.0 
>Chr1 4234702 389.0 
>Chr1 4244150 345.0 
>Chr1 4249560 135.0 
>Chr1 4253556 96.0 
>Chr1 4253888 82.0 
>Chr1 4258982 183.0 
>Chr1 4263780 148.0 
>Chr1 4264024 167.0 
>Chr1 4276846 89.0 
>Chr1 4278112 118.0 
>Chr1 4280410 83.0 
>Chr1 4284022 66.0 
>Chr1 4285268 65.0 
>Chr1 4288348 339.0 
>Chr1 4295788 210.0 
>Chr1 4297370 63.0 
>Chr1 4301010 468.0 
>Chr1 4303846 136.0 
>Chr1 4318074 113.0 
>Chr1 4326010 287.0 
>Chr1 4326564 127.0 
>Chr1 4338284 381.0 
>Chr1 4351180 190.0 
>Chr1 4355716 463.0 
>Chr1 4362096 104.0 
>Chr1 4371502 381.0 
>Chr1 4374098 137.0 
>Chr1 4393772 191.0 
>Chr1 4394958 140.0 
>Chr1 4397636 114.0 
>Chr1 4402786 275.0 
>Chr1 4403832 91.0 
>Chr1 4406482 158.0 
>Chr1 4415284 250.0 
>Chr1 4421268 88.0 
>Chr1 4426746 345.0 
>Chr1 4431848 135.0 
>Chr1 4434098 65.0 
>Chr1 4444686 66.0 
>Chr1 4449152 470.0 
>Chr1 4470336 241.0 
>Chr1 4476330 434.0 
>Chr1 4476534 420.0 
>Chr1 4489594 471.0 
>Chr1 4493354 201.0 
>Chr1 4497250 173.0 
>Chr1 4504534 376.0 
>Chr1 4507698 106.0 
>Chr1 4508896 76.0 
>Chr1 4509144 257.0 
>Chr1 4513886 255.0 
>Chr1 4520224 85.0 
>Chr1 4522408 96.0 
>Chr1 4528250 76.0 
>Chr1 4534008 236.0 
>Chr1 4542274 84.0 
>Chr1 4565496 368.0 
>Chr1 4566298 135.0 
>Chr1 4572644 105.0 
>Chr1 4575276 154.0 
>Chr1 4578988 128.0 
>Chr1 4579612 373.0 
>Chr1 4583028 351.0 
>Chr1 4583890 80.0 
>Chr1 4585820 90.0 
>Chr1 4590810 217.0 
>Chr1 4591694 245.0 
>Chr1 4596028 451.0 
>Chr1 4599660 42.0 
>Chr1 4624572 122.0 
>Chr1 4636822 114.0 
>Chr1 4637182 210.0 
>Chr1 4639040 327.0 
>Chr1 4643914 139.0 
>Chr1 4646272 338.0 
>Chr1 4652564 281.0 
>Chr1 4654170 208.0 
>Chr1 4654822 322.0 
>Chr1 4656368 103.0 
>Chr1 4673252 439.0 
>Chr1 4673360 393.0 
>Chr1 4687108 303.0 
>Chr1 4688120 117.0 
>Chr1 4699150 473.0 
>Chr1 4713450 183.0 
>Chr1 4720678 336.0 
>Chr1 4720990 414.0 
>Chr1 4724146 72.0 
>Chr1 4726696 109.0 
>Chr1 4738358 296.0 
>Chr1 4743836 168.0 
>Chr1 4744276 258.0 
>Chr1 4747204 395.0 
>Chr1 4749518 312.0 
>Chr1 4753836 207.0 
>Chr1 4759946 226.0 
>Chr1 4782336 371.0 
>Chr1 4783598 74.0 
>Chr1 4787758 254.0 
>Chr1 4788604 99.0 
>Chr1 4789680 207.0 
>Chr1 4798900 362.0 
>Chr1 4800180 253.0 
>Chr1 4803308 367.0 
>Chr1 4807966 75.0 
>Chr1 4811786 74.0 
>Chr1 4812900 449.0 
>Chr1 4816824 82.0 
>Chr1 4852000 409.0 
>Chr1 4852408 370.0 
>Chr1 4853674 245.0 
>Chr1 4856870 399.0 
>Chr1 4857070 86.0 
>Chr1 4863814 405.0 
>Chr1 4872928 210.0 
>Chr1 4885158 369.0 
>Chr1 4886002 123.0 
>Chr1 4886444 301.0 
>Chr1 4888250 346.0 
>Chr1 4891136 153.0 
>Chr1 4904348 175.0 
>Chr1 4913486 305.0 
>Chr1 4918096 209.0 
>Chr1 4922204 81.0 
>Chr1 4927978 166.0 
>Chr1 4930666 207.0 
>Chr1 4932408 465.0 
>Chr1 4948610 221.0 
>Chr1 4949796 323.0 
>Chr1 4953832 298.0 
>Chr1 4957584 170.0 
>Chr1 4972838 97.0 
>Chr1 4975878 136.0 
>Chr1 4984880 113.0 
>Chr1 4985184 164.0 
>Chr1 5002560 206.0 
>Chr1 5011294 111.0 
>Chr1 5014158 418.0 
>Chr1 5014334 219.0 
>Chr1 5019524 232.0 
>Chr1 5024910 375.0 
>Chr1 5026600 132.0 
>Chr1 5028230 144.0 
>Chr1 5037512 331.0 
>Chr1 5039086 177.0 
>Chr1 5055624 241.0 
>Chr1 5056394 301.0 
>Chr1 5064446 100.0 
>Chr1 5070970 205.0 
>Chr1 5072028 307.0 
>Chr1 5074402 57.0 
>Chr1 5077634 305.0 
>Chr1 5084742 190.0 
>Chr1 5088982 154.0 
>Chr1 5099338 335.0 
>Chr1 5116294 273.0 
>Chr1 5128100 172.0 
>Chr1 5132012 303.0 
>Chr1 5136284 320.0 
>Chr1 5140294 183.0 
>Chr1 5140454 471.0 
>Chr1 5148218 260.0 
>Chr1 5149328 231.0 
>Chr1 5150978 106.0 
>Chr1 5152856 151.0 
>Chr1 5158550 290.0 
>Chr1 5158842 460.0 
>Chr1 5163188 168.0 
>Chr1 5166600 132.0 
>Chr1 5171140 357.0 
>Chr1 5172302 173.0 
>Chr1 5173532 88.0 
>Chr1 5174776 80.0 
>Chr1 5176466 128.0 
>Chr1 5190490 145.0 
>Chr1 5201836 496.0 
>Chr1 5206012 79.0 
>Chr1 5211502 455.0 
>Chr1 5213076 378.0 
>Chr1 5229644 110.0 
>Chr1 5231462 171.0 
>Chr1 5233156 83.0 
>Chr1 5236484 153.0 
>Chr1 5241862 397.0 
>Chr1 5250524 168.0 
>Chr1 5251688 68.0 
>Chr1 5256494 336.0 
>Chr1 5258108 469.0 
>Chr1 5258316 289.0 
>Chr1 5265692 194.0 
>Chr1 5271640 232.0 
>Chr1 5274262 218.0 
>Chr1 5277950 166.0 
>Chr1 5282948 454.0 
>Chr1 5288378 458.0 
>Chr1 5301890 240.0 
>Chr1 5324036 190.0 
>Chr1 5335064 189.0 
>Chr1 5336678 103.0 
>Chr1 5347182 447.0 
>Chr1 5347374 231.0 
>Chr1 5350750 495.0 
>Chr1 5352636 103.0 
>Chr1 5360802 217.0 
>Chr1 5361070 422.0 
>Chr1 5361786 90.0 
>Chr1 5370232 184.0 
>Chr1 5373700 146.0 
>Chr1 5378430 195.0 
>Chr1 5379074 104.0 
>Chr1 5384184 131.0 
>Chr1 5397648 82.0 
>Chr1 5402862 295.0 
>Chr1 5403598 64.0 
>Chr1 5417130 280.0 
>Chr1 5423998 81.0 
>Chr1 5426720 160.0 
>Chr1 5428078 220.0 
>Chr1 5462354 456.0 
>Chr1 5468272 152.0 
>Chr1 5478524 447.0 
>Chr1 5483426 418.0 
>Chr1 5485076 298.0 
>Chr1 5490662 497.0 
>Chr1 5490818 394.0 
>Chr1 5493140 136.0 
>Chr1 5507000 98.0 
>Chr1 5517700 401.0 
>Chr1 5528886 206.0 
>Chr1 5529306 442.0 
>Chr1 5533230 82.0 
>Chr1 5538348 258.0 
>Chr1 5543622 84.0 
>Chr1 5546662 56.0 
>Chr1 5549850 106.0 
>Chr1 5555828 238.0 
>Chr1 5567502 430.0 
>Chr1 5568050 217.0 
>Chr1 5569696 167.0 
>Chr1 5574486 167.0 
>Chr1 5579972 297.0 
>Chr1 5584682 142.0 
>Chr1 5591248 209.0 
>Chr1 5591966 134.0 
>Chr1 5600492 192.0 
>Chr1 5602298 277.0 
>Chr1 5608156 259.0 
>Chr1 5616666 261.0 
>Chr1 5619224 196.0 
>Chr1 5619754 128.0 
>Chr1 5625536 67.0 
>Chr1 5635416 401.0 
>Chr1 5636624 234.0 
>Chr1 5639688 194.0 
>Chr1 5643316 137.0 
>Chr1 5655086 346.0 
>Chr1 5660544 287.0 
